"FLOW","Type of FDI","ECOACT","Industry","CUR","Currency","COU","Reporting country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1795.817,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1208.724,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,985.171,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,675.4,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,907.778,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,143.144,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,253.365,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1277.848,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1133.185,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1528.442,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1795.817,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1208.724,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,985.171,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,675.4,,
"IN","Inward","7395","REAL ESTATE, RENTING AND BUSINESS ACTIVITIES","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,907.778,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,45.329,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,214.104,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1238.07,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1015.993,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1520.136,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1430.573,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1181.851,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1072.394,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,459.703,,
"IN","Inward","7000","Real estate","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,848.944,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,45.329,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,214.104,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1238.07,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1015.993,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1520.136,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1430.573,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1181.851,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1072.394,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,459.703,,
"IN","Inward","7000","Real estate","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,848.944,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,59.308,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,55.478,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,53.1,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,111.379,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,39.722,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,363.883,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,16.302,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-4.276,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,23.81,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,7.443,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,59.308,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,55.478,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,53.1,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,111.379,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,39.722,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,363.883,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,16.302,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-4.276,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,23.81,,
"IN","Inward","7100","Renting of machinery and equipment without operator and of personal and household goods","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,7.443,,
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0.007,,
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1.422,,
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0.749,,
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,6.163,,
"IN","Inward","7200","Computer activities","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,6.774,,
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0.007,,
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1.422,,
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0.749,,
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,6.163,,
"IN","Inward","7200","Computer activities","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,6.774,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,38.507,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,-16.218,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,-13.322,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,5.812,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-31.422,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1.362,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,9.139,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-53.394,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,29.895,,
"IN","Inward","7300","Research and development","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,24.032,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,38.507,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,-16.218,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,-13.322,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,5.812,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-31.422,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1.362,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,9.139,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-53.394,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,29.895,,
"IN","Inward","7300","Research and development","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,24.032,,
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0.011,,
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-30.302,,
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,155.83,,
"IN","Inward","7400","Other business activities","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,20.586,,
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0.011,,
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-30.302,,
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,155.83,,
"IN","Inward","7400","Other business activities","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,20.586,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,11.497,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,2.007,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3.079,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,137.158,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,123.03,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,285.603,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,13.954,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,5.931,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,125.581,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,302.145,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,11.497,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,2.007,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3.079,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,137.158,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,123.03,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,285.603,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,13.954,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,5.931,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,125.581,,
"IN","Inward","7410","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consulta","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,302.145,,
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7415","Management holding companies","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","7440","Advertising","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,0,"Z","Absolute zero observation"
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2699.465,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1857.622,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3705.597,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,2100.339,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1601.636,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,2351.274,,
"IN","Inward","9995","OTHER SERVICES","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,3220.785,,
